Code,Center Name,Purchase Date,Indent Date,No of Purchy,Qty in Qtls
222,SUJANPUR,07-12-2022,29-11-2022,1,70.59
222,SUJANPUR,07-12-2022,30-11-2022,1,74.00
222,SUJANPUR,07-12-2022,01-12-2022,2,77.22
222,SUJANPUR,07-12-2022,04-12-2022,1,74.25
222,SUJANPUR,07-12-2022,05-12-2022,4,125.23
222,SUJANPUR,08-12-2022,28-11-2022,1,54.30
222,SUJANPUR,08-12-2022,01-12-2022,2,108.50
222,SUJANPUR,08-12-2022,05-12-2022,2,78.06
222,SUJANPUR,09-12-2022,09-12-2022,7,366.00
222,SUJANPUR,11-12-2022,09-12-2022,1,73.56
222,SUJANPUR,11-12-2022,11-12-2022,2,78.01
222,SUJANPUR,12-12-2022,12-12-2022,10,429.16
222,SUJANPUR,13-12-2022,12-12-2022,1,73.75
222,SUJANPUR,13-12-2022,13-12-2022,8,339.13
222,SUJANPUR,14-12-2022,13-12-2022,1,23.71
222,SUJANPUR,14-12-2022,14-12-2022,10,450.89
222,SUJANPUR,15-12-2022,13-12-2022,1,54.45
222,SUJANPUR,15-12-2022,14-12-2022,1,49.50
222,SUJANPUR,15-12-2022,15-12-2022,10,480.44
222,SUJANPUR,16-12-2022,16-12-2022,14,597.11
222,SUJANPUR,17-12-2022,15-12-2022,3,71.23
222,SUJANPUR,17-12-2022,17-12-2022,7,350.31
222,SUJANPUR,18-12-2022,17-12-2022,1,23.76
222,SUJANPUR,18-12-2022,18-12-2022,6,328.04
222,SUJANPUR,19-12-2022,18-12-2022,1,54.25
222,SUJANPUR,19-12-2022,19-12-2022,9,489.35
222,SUJANPUR,20-12-2022,18-12-2022,1,53.26
222,SUJANPUR,20-12-2022,19-12-2022,4,95.04
222,SUJANPUR,20-12-2022,20-12-2022,8,399.46
222,SUJANPUR,21-12-2022,19-12-2022,2,78.11
222,SUJANPUR,21-12-2022,20-12-2022,2,108.70
222,SUJANPUR,21-12-2022,21-12-2022,9,481.82
222,SUJANPUR,22-12-2022,19-12-2022,1,50.49
222,SUJANPUR,22-12-2022,20-12-2022,3,119.69
222,SUJANPUR,22-12-2022,21-12-2022,3,129.49
222,SUJANPUR,22-12-2022,22-12-2022,4,234.63
222,SUJANPUR,23-12-2022,22-12-2022,7,337.00
222,SUJANPUR,23-12-2022,23-12-2022,4,186.71
222,SUJANPUR,24-12-2022,23-12-2022,3,132.66
222,SUJANPUR,24-12-2022,24-12-2022,8,413.32
222,SUJANPUR,25-12-2022,23-12-2022,2,104.15
222,SUJANPUR,25-12-2022,24-12-2022,3,100.78
222,SUJANPUR,25-12-2022,25-12-2022,5,281.16
222,SUJANPUR,26-12-2022,23-12-2022,1,46.28
222,SUJANPUR,26-12-2022,24-12-2022,3,122.76
222,SUJANPUR,26-12-2022,25-12-2022,4,226.41
222,SUJANPUR,26-12-2022,26-12-2022,6,346.80
222,SUJANPUR,27-12-2022,26-12-2022,2,128.70
222,SUJANPUR,27-12-2022,27-12-2022,8,363.13
222,SUJANPUR,28-12-2022,26-12-2022,2,104.84
222,SUJANPUR,28-12-2022,27-12-2022,1,23.76
222,SUJANPUR,28-12-2022,28-12-2022,4,94.94
222,SUJANPUR,29-12-2022,27-12-2022,2,128.70
222,SUJANPUR,29-12-2022,28-12-2022,5,278.19
222,SUJANPUR,29-12-2022,29-12-2022,5,180.18
222,SUJANPUR,30-12-2022,27-12-2022,2,73.26
222,SUJANPUR,30-12-2022,28-12-2022,1,54.45
222,SUJANPUR,30-12-2022,29-12-2022,3,101.97
222,SUJANPUR,30-12-2022,30-12-2022,6,255.22
222,SUJANPUR,31-12-2022,28-12-2022,3,100.97
222,SUJANPUR,31-12-2022,31-12-2022,3,138.20
222,SUJANPUR,01-01-2023,29-12-2022,3,149.29
222,SUJANPUR,01-01-2023,31-12-2022,1,53.16
222,SUJANPUR,02-01-2023,30-12-2022,2,76.13
222,SUJANPUR,02-01-2023,31-12-2022,1,54.45
222,SUJANPUR,02-01-2023,02-01-2023,2,101.33
222,SUJANPUR,03-01-2023,01-01-2023,2,128.70
222,SUJANPUR,03-01-2023,03-01-2023,3,100.48
222,SUJANPUR,04-01-2023,01-01-2023,1,23.76
222,SUJANPUR,04-01-2023,02-01-2023,1,22.37
222,SUJANPUR,04-01-2023,03-01-2023,2,77.22
222,SUJANPUR,04-01-2023,04-01-2023,7,289.08
222,SUJANPUR,05-01-2023,03-01-2023,3,196.22
222,SUJANPUR,05-01-2023,04-01-2023,2,47.52
222,SUJANPUR,05-01-2023,05-01-2023,8,251.46
222,SUJANPUR,06-01-2023,04-01-2023,2,98.01
222,SUJANPUR,06-01-2023,05-01-2023,4,187.11
222,SUJANPUR,06-01-2023,06-01-2023,9,336.60
222,SUJANPUR,07-01-2023,04-01-2023,2,78.21
222,SUJANPUR,07-01-2023,05-01-2023,5,221.07
222,SUJANPUR,07-01-2023,06-01-2023,2,95.04
222,SUJANPUR,07-01-2023,07-01-2023,4,151.47
222,SUJANPUR,08-01-2023,06-01-2023,4,187.11
222,SUJANPUR,08-01-2023,07-01-2023,5,180.18
222,SUJANPUR,08-01-2023,08-01-2023,6,232.45
222,SUJANPUR,09-01-2023,06-01-2023,1,23.76
222,SUJANPUR,09-01-2023,07-01-2023,7,284.13
222,SUJANPUR,09-01-2023,08-01-2023,1,54.45
222,SUJANPUR,09-01-2023,09-01-2023,4,156.42
222,SUJANPUR,10-01-2023,08-01-2023,1,69.79
222,SUJANPUR,10-01-2023,09-01-2023,4,217.75
222,SUJANPUR,10-01-2023,10-01-2023,6,263.44
222,SUJANPUR,11-01-2023,09-01-2023,1,23.76
222,SUJANPUR,11-01-2023,10-01-2023,4,223.74
222,SUJANPUR,11-01-2023,11-01-2023,6,254.13
222,SUJANPUR,12-01-2023,09-01-2023,2,47.52
222,SUJANPUR,12-01-2023,10-01-2023,3,70.59
222,SUJANPUR,12-01-2023,11-01-2023,2,108.65
222,SUJANPUR,12-01-2023,12-01-2023,3,163.35
222,SUJANPUR,13-01-2023,11-01-2023,3,101.97
222,SUJANPUR,13-01-2023,12-01-2023,1,74.25
222,SUJANPUR,13-01-2023,13-01-2023,8,390.75
222,SUJANPUR,14-01-2023,11-01-2023,1,23.76
222,SUJANPUR,14-01-2023,12-01-2023,1,23.76
222,SUJANPUR,14-01-2023,13-01-2023,3,152.16
222,SUJANPUR,14-01-2023,14-01-2023,2,108.90
222,SUJANPUR,15-01-2023,12-01-2023,3,163.35
222,SUJANPUR,15-01-2023,14-01-2023,6,234.63
222,SUJANPUR,15-01-2023,15-01-2023,3,163.35
222,SUJANPUR,16-01-2023,14-01-2023,4,125.33
222,SUJANPUR,16-01-2023,15-01-2023,5,180.18
222,SUJANPUR,16-01-2023,16-01-2023,1,74.25
222,SUJANPUR,17-01-2023,14-01-2023,1,23.76
222,SUJANPUR,17-01-2023,15-01-2023,3,132.66
222,SUJANPUR,17-01-2023,16-01-2023,4,217.80
222,SUJANPUR,17-01-2023,17-01-2023,2,104.74
222,SUJANPUR,18-01-2023,15-01-2023,2,77.22
222,SUJANPUR,18-01-2023,16-01-2023,2,47.42
222,SUJANPUR,18-01-2023,17-01-2023,4,185.92
222,SUJANPUR,18-01-2023,18-01-2023,2,128.60
222,SUJANPUR,19-01-2023,16-01-2023,2,128.60
222,SUJANPUR,19-01-2023,17-01-2023,4,186.42
222,SUJANPUR,19-01-2023,18-01-2023,3,132.56
222,SUJANPUR,19-01-2023,19-01-2023,1,54.45
222,SUJANPUR,20-01-2023,17-01-2023,1,73.95
222,SUJANPUR,20-01-2023,18-01-2023,2,124.10
222,SUJANPUR,20-01-2023,19-01-2023,1,54.35
222,SUJANPUR,21-01-2023,18-01-2023,2,97.07
222,SUJANPUR,21-01-2023,19-01-2023,2,78.11
222,SUJANPUR,21-01-2023,20-01-2023,3,162.36
222,SUJANPUR,21-01-2023,21-01-2023,1,48.61
222,SUJANPUR,22-01-2023,19-01-2023,3,163.35
222,SUJANPUR,22-01-2023,20-01-2023,3,132.56
222,SUJANPUR,22-01-2023,21-01-2023,6,262.05
222,SUJANPUR,22-01-2023,22-01-2023,2,108.70
222,SUJANPUR,23-01-2023,20-01-2023,1,23.66
222,SUJANPUR,23-01-2023,22-01-2023,2,108.90
222,SUJANPUR,23-01-2023,23-01-2023,1,50.09
222,SUJANPUR,24-01-2023,21-01-2023,2,128.10
222,SUJANPUR,24-01-2023,22-01-2023,1,23.76
222,SUJANPUR,24-01-2023,23-01-2023,3,131.17
222,SUJANPUR,24-01-2023,24-01-2023,3,163.15
222,SUJANPUR,25-01-2023,24-01-2023,3,152.26
222,SUJANPUR,25-01-2023,25-01-2023,6,264.97
222,SUJANPUR,26-01-2023,23-01-2023,3,131.47
222,SUJANPUR,26-01-2023,24-01-2023,1,54.35
222,SUJANPUR,26-01-2023,25-01-2023,5,260.62
231,BELWA PURWA,16-11-2022,13-11-2022,7,165.13
231,BELWA PURWA,16-11-2022,14-11-2022,7,168.59
231,BELWA PURWA,16-11-2022,15-11-2022,6,145.87
231,BELWA PURWA,16-11-2022,16-11-2022,2,49.00
231,BELWA PURWA,20-11-2022,14-11-2022,5,111.22
231,BELWA PURWA,20-11-2022,15-11-2022,4,98.80
231,BELWA PURWA,20-11-2022,16-11-2022,8,210.95
231,BELWA PURWA,20-11-2022,17-11-2022,8,189.68
231,BELWA PURWA,22-11-2022,14-11-2022,5,121.81
231,BELWA PURWA,22-11-2022,15-11-2022,4,100.63
231,BELWA PURWA,22-11-2022,16-11-2022,7,178.09
231,BELWA PURWA,22-11-2022,17-11-2022,9,208.45
231,BELWA PURWA,22-11-2022,21-11-2022,2,50.39
231,BELWA PURWA,22-11-2022,22-11-2022,1,25.15
231,BELWA PURWA,23-11-2022,13-11-2022,5,121.72
231,BELWA PURWA,23-11-2022,14-11-2022,2,55.99
231,BELWA PURWA,23-11-2022,16-11-2022,2,50.64
231,BELWA PURWA,23-11-2022,17-11-2022,2,52.17
231,BELWA PURWA,23-11-2022,21-11-2022,2,50.25
231,BELWA PURWA,23-11-2022,22-11-2022,3,80.59
231,BELWA PURWA,23-11-2022,23-11-2022,6,150.24
231,BELWA PURWA,24-11-2022,14-11-2022,1,25.69
231,BELWA PURWA,24-11-2022,17-11-2022,2,50.94
231,BELWA PURWA,24-11-2022,22-11-2022,2,52.08
231,BELWA PURWA,24-11-2022,23-11-2022,1,26.43
231,BELWA PURWA,25-11-2022,25-11-2022,8,195.76
231,BELWA PURWA,26-11-2022,25-11-2022,4,119.89
231,BELWA PURWA,26-11-2022,26-11-2022,5,216.11
231,BELWA PURWA,27-11-2022,25-11-2022,4,130.49
231,BELWA PURWA,27-11-2022,26-11-2022,2,77.62
231,BELWA PURWA,27-11-2022,27-11-2022,5,210.42
231,BELWA PURWA,28-11-2022,25-11-2022,4,102.81
231,BELWA PURWA,28-11-2022,26-11-2022,8,229.18
231,BELWA PURWA,28-11-2022,27-11-2022,3,78.85
231,BELWA PURWA,28-11-2022,28-11-2022,3,80.83
231,BELWA PURWA,29-11-2022,25-11-2022,1,52.87
231,BELWA PURWA,29-11-2022,26-11-2022,4,124.53
231,BELWA PURWA,29-11-2022,27-11-2022,4,102.75
231,BELWA PURWA,29-11-2022,28-11-2022,7,236.21
231,BELWA PURWA,29-11-2022,29-11-2022,6,203.10
231,BELWA PURWA,30-11-2022,26-11-2022,5,147.76
231,BELWA PURWA,30-11-2022,27-11-2022,2,77.76
231,BELWA PURWA,30-11-2022,28-11-2022,4,101.09
231,BELWA PURWA,30-11-2022,29-11-2022,6,149.98
231,BELWA PURWA,30-11-2022,30-11-2022,6,176.90
231,BELWA PURWA,01-12-2022,25-11-2022,1,20.89
231,BELWA PURWA,01-12-2022,29-11-2022,4,130.82
231,BELWA PURWA,01-12-2022,30-11-2022,6,191.70
231,BELWA PURWA,01-12-2022,01-12-2022,4,133.30
231,BELWA PURWA,02-12-2022,28-11-2022,1,28.31
231,BELWA PURWA,02-12-2022,29-11-2022,3,76.97
231,BELWA PURWA,02-12-2022,30-11-2022,3,108.50
231,BELWA PURWA,02-12-2022,01-12-2022,6,238.63
231,BELWA PURWA,03-12-2022,28-11-2022,1,24.75
231,BELWA PURWA,03-12-2022,29-11-2022,4,107.61
231,BELWA PURWA,03-12-2022,30-11-2022,6,161.66
231,BELWA PURWA,03-12-2022,01-12-2022,4,97.95
231,BELWA PURWA,04-12-2022,29-11-2022,2,54.15
231,BELWA PURWA,04-12-2022,30-11-2022,4,137.90
231,BELWA PURWA,04-12-2022,01-12-2022,6,162.36
231,BELWA PURWA,04-12-2022,03-12-2022,2,80.78
231,BELWA PURWA,05-12-2022,28-11-2022,3,81.33
231,BELWA PURWA,05-12-2022,30-11-2022,4,105.93
231,BELWA PURWA,05-12-2022,01-12-2022,8,287.09
231,BELWA PURWA,05-12-2022,03-12-2022,2,106.72
231,BELWA PURWA,05-12-2022,04-12-2022,1,54.35
231,BELWA PURWA,05-12-2022,05-12-2022,4,108.70
231,BELWA PURWA,06-12-2022,30-11-2022,2,55.44
231,BELWA PURWA,06-12-2022,01-12-2022,5,164.73
231,BELWA PURWA,06-12-2022,03-12-2022,1,27.72
231,BELWA PURWA,06-12-2022,04-12-2022,4,160.58
231,BELWA PURWA,06-12-2022,05-12-2022,1,27.72
231,BELWA PURWA,06-12-2022,06-12-2022,3,106.13
231,BELWA PURWA,07-12-2022,01-12-2022,1,26.83
231,BELWA PURWA,07-12-2022,03-12-2022,3,80.09
231,BELWA PURWA,07-12-2022,04-12-2022,1,26.63
231,BELWA PURWA,07-12-2022,05-12-2022,3,80.88
231,BELWA PURWA,07-12-2022,06-12-2022,7,185.92
231,BELWA PURWA,07-12-2022,07-12-2022,7,243.24
231,BELWA PURWA,08-12-2022,05-12-2022,2,52.47
231,BELWA PURWA,08-12-2022,06-12-2022,4,132.86
231,BELWA PURWA,08-12-2022,07-12-2022,7,239.18
231,BELWA PURWA,09-12-2022,06-12-2022,2,52.86
231,BELWA PURWA,09-12-2022,07-12-2022,3,107.02
231,BELWA PURWA,10-12-2022,07-12-2022,2,51.18
231,BELWA PURWA,10-12-2022,09-12-2022,6,189.79
231,BELWA PURWA,10-12-2022,10-12-2022,4,127.71
231,BELWA PURWA,11-12-2022,09-12-2022,4,132.22
231,BELWA PURWA,11-12-2022,10-12-2022,5,155.58
231,BELWA PURWA,11-12-2022,11-12-2022,4,108.80
231,BELWA PURWA,12-12-2022,09-12-2022,1,26.93
231,BELWA PURWA,12-12-2022,10-12-2022,3,108.01
231,BELWA PURWA,12-12-2022,11-12-2022,1,27.72
231,BELWA PURWA,12-12-2022,12-12-2022,9,272.45
231,BELWA PURWA,13-12-2022,11-12-2022,2,108.90
231,BELWA PURWA,13-12-2022,12-12-2022,3,108.40
231,BELWA PURWA,13-12-2022,13-12-2022,7,300.86
231,BELWA PURWA,14-12-2022,14-12-2022,12,516.69
231,BELWA PURWA,15-12-2022,12-12-2022,1,23.76
231,BELWA PURWA,15-12-2022,15-12-2022,10,407.38
231,BELWA PURWA,16-12-2022,13-12-2022,1,49.30
231,BELWA PURWA,16-12-2022,15-12-2022,2,55.44
231,BELWA PURWA,16-12-2022,16-12-2022,11,383.63
231,BELWA PURWA,17-12-2022,14-12-2022,1,27.37
231,BELWA PURWA,17-12-2022,15-12-2022,1,54.45
231,BELWA PURWA,17-12-2022,16-12-2022,2,81.18
231,BELWA PURWA,17-12-2022,17-12-2022,10,293.43
231,BELWA PURWA,18-12-2022,15-12-2022,2,52.92
231,BELWA PURWA,18-12-2022,16-12-2022,4,136.02
231,BELWA PURWA,18-12-2022,17-12-2022,6,156.07
231,BELWA PURWA,18-12-2022,18-12-2022,8,295.02
231,BELWA PURWA,19-12-2022,16-12-2022,1,26.33
231,BELWA PURWA,19-12-2022,17-12-2022,1,26.24
231,BELWA PURWA,19-12-2022,18-12-2022,4,186.12
231,BELWA PURWA,19-12-2022,19-12-2022,5,132.75
231,BELWA PURWA,20-12-2022,17-12-2022,3,74.50
231,BELWA PURWA,20-12-2022,18-12-2022,6,187.95
231,BELWA PURWA,20-12-2022,19-12-2022,10,289.14
231,BELWA PURWA,20-12-2022,20-12-2022,5,210.13
231,BELWA PURWA,21-12-2022,18-12-2022,1,46.53
231,BELWA PURWA,21-12-2022,19-12-2022,2,108.15
231,BELWA PURWA,21-12-2022,20-12-2022,4,132.95
231,BELWA PURWA,21-12-2022,21-12-2022,4,130.19
231,BELWA PURWA,22-12-2022,19-12-2022,9,290.17
231,BELWA PURWA,22-12-2022,20-12-2022,6,164.73
231,BELWA PURWA,22-12-2022,21-12-2022,12,360.74
231,BELWA PURWA,22-12-2022,22-12-2022,2,80.88
231,BELWA PURWA,23-12-2022,20-12-2022,3,76.63
231,BELWA PURWA,23-12-2022,21-12-2022,4,107.76
231,BELWA PURWA,23-12-2022,22-12-2022,6,186.22
231,BELWA PURWA,23-12-2022,23-12-2022,12,386.10
231,BELWA PURWA,24-12-2022,21-12-2022,1,27.92
231,BELWA PURWA,24-12-2022,22-12-2022,4,138.40
231,BELWA PURWA,24-12-2022,23-12-2022,6,219.94
231,BELWA PURWA,24-12-2022,24-12-2022,9,248.79
231,BELWA PURWA,25-12-2022,22-12-2022,6,254.62
231,BELWA PURWA,25-12-2022,23-12-2022,2,80.19
231,BELWA PURWA,25-12-2022,24-12-2022,11,384.96
231,BELWA PURWA,26-12-2022,23-12-2022,1,25.15
231,BELWA PURWA,26-12-2022,24-12-2022,5,155.23
231,BELWA PURWA,26-12-2022,26-12-2022,5,207.60
231,BELWA PURWA,27-12-2022,26-12-2022,2,47.62
231,BELWA PURWA,27-12-2022,27-12-2022,17,568.26
231,BELWA PURWA,28-12-2022,27-12-2022,2,46.13
231,BELWA PURWA,28-12-2022,28-12-2022,7,300.75
231,BELWA PURWA,29-12-2022,27-12-2022,1,26.04
231,BELWA PURWA,29-12-2022,28-12-2022,9,267.98
231,BELWA PURWA,29-12-2022,29-12-2022,12,358.33
231,BELWA PURWA,30-12-2022,27-12-2022,2,52.17
231,BELWA PURWA,30-12-2022,28-12-2022,4,106.92
231,BELWA PURWA,30-12-2022,29-12-2022,10,308.68
231,BELWA PURWA,30-12-2022,30-12-2022,10,379.85
231,BELWA PURWA,31-12-2022,29-12-2022,1,29.50
231,BELWA PURWA,31-12-2022,30-12-2022,6,223.19
231,BELWA PURWA,31-12-2022,31-12-2022,8,275.81
231,BELWA PURWA,01-01-2023,29-12-2022,2,55.44
231,BELWA PURWA,01-01-2023,30-12-2022,4,107.61
231,BELWA PURWA,01-01-2023,31-12-2022,3,88.06
231,BELWA PURWA,02-01-2023,29-12-2022,3,86.82
231,BELWA PURWA,02-01-2023,30-12-2022,5,141.28
231,BELWA PURWA,02-01-2023,31-12-2022,8,244.88
231,BELWA PURWA,02-01-2023,01-01-2023,6,240.46
231,BELWA PURWA,02-01-2023,02-01-2023,2,78.40
231,BELWA PURWA,03-01-2023,31-12-2022,4,112.36
231,BELWA PURWA,03-01-2023,02-01-2023,3,110.78
231,BELWA PURWA,03-01-2023,03-01-2023,2,82.07
231,BELWA PURWA,04-01-2023,02-01-2023,2,47.92
231,BELWA PURWA,04-01-2023,03-01-2023,2,54.45
231,BELWA PURWA,04-01-2023,04-01-2023,6,209.88
231,BELWA PURWA,05-01-2023,02-01-2023,1,29.20
231,BELWA PURWA,05-01-2023,03-01-2023,3,104.45
231,BELWA PURWA,05-01-2023,04-01-2023,10,258.83
231,BELWA PURWA,05-01-2023,05-01-2023,18,621.47
231,BELWA PURWA,06-01-2023,04-01-2023,5,186.27
231,BELWA PURWA,06-01-2023,05-01-2023,7,185.42
231,BELWA PURWA,06-01-2023,06-01-2023,11,386.59
231,BELWA PURWA,07-01-2023,04-01-2023,3,103.06
231,BELWA PURWA,07-01-2023,05-01-2023,5,121.46
231,BELWA PURWA,07-01-2023,06-01-2023,6,218.05
231,BELWA PURWA,07-01-2023,07-01-2023,10,388.03
231,BELWA PURWA,08-01-2023,07-01-2023,2,82.17
231,BELWA PURWA,08-01-2023,08-01-2023,4,193.05
231,BELWA PURWA,09-01-2023,05-01-2023,2,52.03
231,BELWA PURWA,09-01-2023,06-01-2023,2,57.37
231,BELWA PURWA,09-01-2023,07-01-2023,4,132.56
231,BELWA PURWA,09-01-2023,08-01-2023,2,83.61
231,BELWA PURWA,09-01-2023,09-01-2023,3,111.62
231,BELWA PURWA,11-01-2023,08-01-2023,3,111.87
231,BELWA PURWA,11-01-2023,09-01-2023,2,56.77
231,BELWA PURWA,11-01-2023,10-01-2023,3,108.60
231,BELWA PURWA,11-01-2023,11-01-2023,1,54.45
231,BELWA PURWA,12-01-2023,09-01-2023,5,167.70
231,BELWA PURWA,12-01-2023,10-01-2023,11,330.90
231,BELWA PURWA,12-01-2023,11-01-2023,6,196.12
231,BELWA PURWA,12-01-2023,12-01-2023,2,57.42
231,BELWA PURWA,13-01-2023,06-01-2023,2,79.11
231,BELWA PURWA,13-01-2023,07-01-2023,1,21.98
231,BELWA PURWA,13-01-2023,08-01-2023,2,51.28
231,BELWA PURWA,13-01-2023,09-01-2023,2,48.66
231,BELWA PURWA,13-01-2023,10-01-2023,4,132.96
231,BELWA PURWA,13-01-2023,11-01-2023,9,242.70
231,BELWA PURWA,13-01-2023,12-01-2023,1,26.63
231,BELWA PURWA,14-01-2023,11-01-2023,6,157.60
231,BELWA PURWA,14-01-2023,12-01-2023,1,54.45
231,BELWA PURWA,15-01-2023,12-01-2023,13,360.65
231,BELWA PURWA,15-01-2023,15-01-2023,4,167.51
231,BELWA PURWA,16-01-2023,11-01-2023,3,112.26
231,BELWA PURWA,16-01-2023,12-01-2023,2,73.95
231,BELWA PURWA,16-01-2023,15-01-2023,8,282.69
231,BELWA PURWA,16-01-2023,16-01-2023,2,83.65
231,BELWA PURWA,17-01-2023,15-01-2023,5,160.82
231,BELWA PURWA,17-01-2023,16-01-2023,7,220.37
231,BELWA PURWA,17-01-2023,17-01-2023,10,406.00
231,BELWA PURWA,18-01-2023,15-01-2023,3,80.69
231,BELWA PURWA,18-01-2023,16-01-2023,3,106.32
231,BELWA PURWA,18-01-2023,17-01-2023,9,261.61
231,BELWA PURWA,18-01-2023,18-01-2023,5,160.97
231,BELWA PURWA,19-01-2023,16-01-2023,4,135.83
231,BELWA PURWA,19-01-2023,17-01-2023,5,187.11
231,BELWA PURWA,19-01-2023,18-01-2023,6,193.65
231,BELWA PURWA,19-01-2023,19-01-2023,6,244.43
231,BELWA PURWA,21-01-2023,18-01-2023,10,349.17
231,BELWA PURWA,21-01-2023,19-01-2023,3,76.03
231,BELWA PURWA,21-01-2023,20-01-2023,6,198.49
231,BELWA PURWA,21-01-2023,21-01-2023,5,167.51
231,BELWA PURWA,22-01-2023,17-01-2023,3,104.83
231,BELWA PURWA,22-01-2023,19-01-2023,2,51.87
231,BELWA PURWA,22-01-2023,20-01-2023,3,108.11
231,BELWA PURWA,22-01-2023,21-01-2023,5,154.45
231,BELWA PURWA,22-01-2023,22-01-2023,2,83.45
231,BELWA PURWA,23-01-2023,20-01-2023,1,29.60
231,BELWA PURWA,23-01-2023,21-01-2023,4,113.65
231,BELWA PURWA,23-01-2023,22-01-2023,5,165.32
231,BELWA PURWA,24-01-2023,21-01-2023,5,141.22
231,BELWA PURWA,24-01-2023,22-01-2023,10,300.12
231,BELWA PURWA,24-01-2023,23-01-2023,4,165.63
231,BELWA PURWA,24-01-2023,24-01-2023,1,26.83
231,BELWA PURWA,26-01-2023,23-01-2023,6,193.04
231,BELWA PURWA,26-01-2023,24-01-2023,4,132.21
231,BELWA PURWA,26-01-2023,25-01-2023,5,165.18
231,BELWA PURWA,26-01-2023,26-01-2023,6,249.07
238,MAJHRAPURAB,15-11-2022,13-11-2022,3,133.79
238,MAJHRAPURAB,15-11-2022,14-11-2022,2,92.12
238,MAJHRAPURAB,16-11-2022,13-11-2022,2,35.19
238,MAJHRAPURAB,16-11-2022,14-11-2022,2,89.10
238,MAJHRAPURAB,16-11-2022,15-11-2022,3,122.32
238,MAJHRAPURAB,16-11-2022,16-11-2022,1,49.35
238,MAJHRAPURAB,18-11-2022,13-11-2022,6,163.10
238,MAJHRAPURAB,18-11-2022,14-11-2022,4,230.27
238,MAJHRAPURAB,18-11-2022,15-11-2022,5,202.60
238,MAJHRAPURAB,18-11-2022,16-11-2022,2,118.95
238,MAJHRAPURAB,19-11-2022,13-11-2022,11,310.57
238,MAJHRAPURAB,19-11-2022,14-11-2022,2,85.73
238,MAJHRAPURAB,19-11-2022,15-11-2022,4,291.36
238,MAJHRAPURAB,19-11-2022,16-11-2022,2,101.22
238,MAJHRAPURAB,19-11-2022,17-11-2022,1,52.96
238,MAJHRAPURAB,20-11-2022,14-11-2022,4,155.58
238,MAJHRAPURAB,20-11-2022,15-11-2022,8,222.54
238,MAJHRAPURAB,20-11-2022,16-11-2022,2,81.68
238,MAJHRAPURAB,20-11-2022,17-11-2022,4,234.43
238,MAJHRAPURAB,21-11-2022,15-11-2022,1,26.78
238,MAJHRAPURAB,21-11-2022,16-11-2022,2,54.15
238,MAJHRAPURAB,21-11-2022,17-11-2022,3,162.85
238,MAJHRAPURAB,22-11-2022,16-11-2022,3,85.19
238,MAJHRAPURAB,22-11-2022,21-11-2022,1,53.81
238,MAJHRAPURAB,22-11-2022,22-11-2022,3,113.40
238,MAJHRAPURAB,24-11-2022,21-11-2022,1,29.25
238,MAJHRAPURAB,24-11-2022,22-11-2022,2,76.87
238,MAJHRAPURAB,24-11-2022,23-11-2022,4,156.02
238,MAJHRAPURAB,24-11-2022,24-11-2022,15,714.42
238,MAJHRAPURAB,25-11-2022,21-11-2022,1,51.78
238,MAJHRAPURAB,25-11-2022,22-11-2022,1,24.75
238,MAJHRAPURAB,25-11-2022,23-11-2022,1,28.12
238,MAJHRAPURAB,25-11-2022,24-11-2022,3,111.07
238,MAJHRAPURAB,25-11-2022,25-11-2022,13,581.61
238,MAJHRAPURAB,26-11-2022,23-11-2022,1,24.90
238,MAJHRAPURAB,26-11-2022,24-11-2022,6,214.48
238,MAJHRAPURAB,26-11-2022,25-11-2022,4,106.12
238,MAJHRAPURAB,26-11-2022,26-11-2022,7,421.79
238,MAJHRAPURAB,27-11-2022,24-11-2022,4,106.81
238,MAJHRAPURAB,27-11-2022,25-11-2022,2,123.20
238,MAJHRAPURAB,27-11-2022,26-11-2022,8,249.83
238,MAJHRAPURAB,27-11-2022,27-11-2022,6,231.37
238,MAJHRAPURAB,28-11-2022,24-11-2022,1,29.30
238,MAJHRAPURAB,28-11-2022,25-11-2022,4,132.81
238,MAJHRAPURAB,28-11-2022,26-11-2022,6,260.97
238,MAJHRAPURAB,28-11-2022,27-11-2022,7,218.88
238,MAJHRAPURAB,28-11-2022,28-11-2022,5,255.17
238,MAJHRAPURAB,29-11-2022,25-11-2022,1,27.13
238,MAJHRAPURAB,29-11-2022,26-11-2022,2,125.08
238,MAJHRAPURAB,29-11-2022,27-11-2022,8,481.93
238,MAJHRAPURAB,29-11-2022,28-11-2022,1,27.62
238,MAJHRAPURAB,30-11-2022,26-11-2022,2,46.72
238,MAJHRAPURAB,30-11-2022,27-11-2022,3,134.64
238,MAJHRAPURAB,30-11-2022,28-11-2022,9,330.96
238,MAJHRAPURAB,30-11-2022,29-11-2022,3,108.60
238,MAJHRAPURAB,01-12-2022,27-11-2022,2,126.72
238,MAJHRAPURAB,01-12-2022,28-11-2022,7,375.75
238,MAJHRAPURAB,01-12-2022,29-11-2022,5,261.36
238,MAJHRAPURAB,02-12-2022,28-11-2022,3,164.44
238,MAJHRAPURAB,02-12-2022,29-11-2022,7,241.02
238,MAJHRAPURAB,02-12-2022,30-11-2022,3,126.33
238,MAJHRAPURAB,03-12-2022,27-11-2022,1,54.45
238,MAJHRAPURAB,03-12-2022,28-11-2022,1,71.28
